student_id,student_name,student_class,student_gender,student_age,student_height,student_score
1563,Sanjay Rao,Class 8B,F,10,146.8,8.41
1564,Ravi Iyer,Class 10B,M,13,138.9,23.3
1565,Asha Iyer,Class 9B,M,16,149.7,89.04
1566,Nikhil Bajaj,Class 10C,F,6,141.0,53.8
1567,Sneha Reddy,Class 4B,M,6,164.1,25.83
1568,Vijay Tiwari,Class 12C,M,16,120.3,49.4
1569,Fatima Das,,F,11,112.3,44.45
1570,Sarah Smith,Class 7B,F,12,186.4,48.04
1571,Fatima Pillai,Class 10C,M,6,197.4,59.01
1572,  Ravi Nair  ,Class 11A,M,7,129.4,84.67
15,Mohammed Pillai,Class 3A,1,16,102.4,48.71
1574,Kavya Pillai,Class 2B,M,9,133.5,98.88
1575,Tanya Kumar,Class 8B,F,5,109.4,81.55
1576,,Class 6C,M,14,194.5,pass
1577,Rahul Singh,Class 10B,F,10,144.0,49.77
1578,Neha Gupta,Class 2C,F,10,124.7,33.47
1579,Rohan Pillai,Class 5A,F,7,125.1,6.61
1580,Fatima Joshi,Class 2B,F,17,190.3,9.48
1581,Rohan Chopra,Class 1C,F,9,172.7,40.18
2,Sanjay Kumar,Class 1A,M,8,199.4,89.32
1583,Vijay Tiwari,Class 1C,M,16,113.7,29.06
1584,Sanjay Reddy,Class 12A,M,9,126.3,84.72
1585,Ankit Chopra,Class 8B,M,12,121.1,5.73
1586,Vijay Reddy,Class 4A,F,17,114.8,91.75
1587,David Bajaj,Class 8C,F,16,131.2,63.35
1588,Sanjay Verma,,F,10,195.2,53.89
1589,Sunita Das,Class 8B,F,17,192.8,8.79
1590,Rohan Menon,Class 9A,F,15,164.3,21.7
1591,Prakash Bajaj,Class 2A,F,12,192.7,55.13
1592,Arjun Kumar,Class 11A,M,9,194.1,76.42
1593,Kiran Bajaj,Class 12A,M,13,137.8,76.59
1594,Geeta Kumar,Class 8A,M,14,138.3,58.97
1595,Sneha Singh,Class 11A,F,17,178.7,87.31
1596,Ravi Pandey,Class 12C,M,15,149.4,50.52
1597,Rohan Shukla,Class 11A,Female,5,140.8,8.58
1598,Arun Sharma,  Class 1A  ,F,16,117.4,97.6
1599,Mohammed Shukla,Class 8B,F,7,175.9,37.31
1600,Lakshmi Khan,Class 11A,Other,150,162.8,8.53
1601,Arjun Gupta,Class 11B,M,16,129.0,80.97
1602,David Gupta,Class 4A,F,12,156.0,52.26
1603,Fatima Chopra,Class 4C,M,8,196.2,22.3
1604,Prakash Singh,Class 1B,F,17,125.9,96.01
1605,Sanjay Reddy,Class 5A,F,15,148.3,31.69
1606,Ravi Verma,Class 1C,F,6,182.2,24.73
1607,Sanjay Pandey,Class 4B,F,6,152.6,72.24
1608,Sneha Verma,Class 8C,F,,166.7,17.73
1609,Kavya Pillai,Class 5A,F,11,126.6,68.44
1610,Sunita Das,Class 12B,F,10,abc,64.18
1611,Fatima Iyer,Class 12B,F,17,193.6,74.38
1612,Kavya Khan,Class 4B,M,12,124.5,11.53
1613,Mohammed Joshi,Class 10A,F,8,153.3,55.66
1614,Meera Verma,Class 8B,F,12,153.5,60.09
1615,Sarah Singh,Class 6A,M,12,178.5,56.28
1616,Neha Rao,Class 1B,M,6,128.4,27.72
1617,Kavya Mishra,Class 6A,F,17,147.2,2.01
1618,  Sunita Shukla  ,Class 11B,F,7,146.5,46.89
1619,Meera Gupta,Class 11B,F,17,136.4,15.71
1620,Priya Bajaj,Class 4C,F,10,130.4,6.77
1621,Lakshmi Pillai,Class 2C,F,--,176.5,74.17
1622,Kavya Shukla,Class 1B,M,7,138.8,93.12
1623,Rohan Das,Class 4B,,11,152.9,68.35
1624,Sanjay Reddy,Class 10A,F,10,191.4,31.85
1625,  Asha Khan  ,Class 8A,m,13,129.2,52.64
1626,Divya Sharma,Class 7B,Female,15,163.0,1.66
1627,Kavya Menon,Class 12C,Male,11,133.2,64.95
1628,Arjun Nair,Class 4B,M,8,129.7,63.61
1629,Chen Bajaj,Class 6B,M,16,141.7,1.02
1630,Sanjay Pillai,Class 11C,F,--,110.9,38.1
1631,Kiran Rao,Class 3A,F,7,192.8,48.83
1632,Tanya Pillai,Class 2C,M,9,126.5,41.74
1633,Meera Iyer,Class 4A,F,6,111.5,4.45
1634,David Das,Class 7C,M,5,112.1,0.34
1635,Mohammed Singh,Class 4A,M,9,999.9,96.77
52,Nikhil Das,Class 12A,F,11,118.4,73.33
1637,Mohammed Joshi,Class 10B,F,18,138.5,29.42
1638,David Patel,Class 11B,F,18,133.0,50.14
1639,Suresh Sinha,Class 1A,M,8,166.5,39.8
1640,Neha Sharma,Class 12A,F,10,156.3,26.01
1641,,Class 9A,M,15,149.4,95.92
1642,Nikhil Joshi,Class 6A,M,5,189.0,70.91
1643,Vijay Verma,Class 9C,M,11,111.4,19.6
1644,,Class 4A,F,0,149.2,62.37
1645,Sarah Pillai,Class 4C,M,15,103.7,55.07
1646,James Rao,Class 7B,M,18,175.4,52.32
1647,Vijay Kumar,Class 12B,F,14,179.0,
1648,Chen Reddy,Class 9C,M,14,tall,97.18
1649,Fatima Khan,Class 5C,M,8,144.9,92.12
1650,Rohan Verma,,F,17,199.8,43.22
1651,Mohammed Sinha,Class 9A,F,5,136.6,30.1
1652,Mohammed Sinha,Class 11B,F,10,170.3,11.53
1653,Sunita Singh,Class 4B,F,10,107.4,74.11
1654,Sneha Kumar,Class 7C,,-1,193.3,38.7
1655,Kiran Nair,Class 12A,F,10,-10,85.21
1656,Arjun Chopra,Class 4A,F,17,198.7,47.3
1657,Sneha Tiwari,Class 10A,M,11,151.9,62.79
1658,Arjun Singh,Class 10A,M,,103.4,69.1
1659,Chen Dubey,Class 6A,M,18,157.7,5.35
1660,Sunita Sinha,Class 7A,M,10,146.9,66.49
1661,Chen Patel,Class 7C,M,16,157.2,35.85
1662,Rahul Shukla,Class 2B,M,11,163.5,9.48
1663,Lakshmi Dubey,Class 11B,M,16,120.1,11.77
1664,Arun Smith,Class 9A,M,8,142.9,95.8
1665,Suresh Mishra,Class 5C,M,--,143.9,64.95
1666,Rahul Bajaj,Class 8A,M,10,149.4,29.54
1667,Mohammed Rao,Class 2B,M,15,102.9,4.44
1668,Prakash Menon,Class 3C,M,13,188.6,75.69
1669,,Class 10B,M,6,114.1,80.97
1670,Sneha Pillai,Class 12B,M,15,180.4,44.54
1671,Divya Singh,,F,13,172.4,55.54
1672,Rahul Khan,Class 12C,F,6,132.1,3.33
1673,Rahul Dubey,Class 5C,M,6,122.0,84.1
1674,Kiran Kumar,Class 5B,M,9,147.7,44.88
1675,Pooja Rao,Class 2A,M,10,194.0,45.03
1676,Pooja Das,Class 5C,Female,17,186.0,43.54
1677,Neha Patel,Class 4C,M,6,166.6,56.4
1678,Ravi Shukla,Class 1B,M,16,101.9,
1679,Rahul Menon,Class 8B,M,17,128.2,28.2
1680,David Tiwari,Class 2C,M,18,106.0,2.25
1681,Sneha Patel,Class 6C,F,18,189.3,58.39
1682,Sunita Joshi,Class 9C,M,15,106.7,44.39
1683,Pooja Sinha,Class 10C,M,18,--,85.07
1684,Geeta Pandey,  Class 11C  ,F,15,125.5,4.53
1685,Kavya Das,Class 10B,F,11,112.0,25.31
1686,Meera Pandey,Class 8B,F,10,179.7,41.57
1687,Pooja Reddy,Class 10C,F,16,161.8,62.3
1688,Vijay Nair,Class 12C,F,11,121.1,0.32
1689,David Kumar,Class 11A,M,15,171.7,15.76
1690,Meera Joshi,Class 4C,F,17,119.7,83.1
1691,Arun Pillai,Class 3A,M,15,168.7,3.61
1692,Rahul Mishra,Class 1C,M,N/A,148.0,86.05
1693,Priya Patel,Class 3B,F,8,146.2,35.72
1694,David Rao,Class 8C,F,9,182.7,88.05
1695,Sanjay Menon,Class 7B,F,18,179.0,20.43
1696,Divya Nair,Class 6C,F,8,171.9,73.38
1697,Ankit Smith,Class 11C,F,150,116.5,31.35
1698,Ankit Bajaj,Class 6B,F,7,168.8,36.44
1699,Divya Singh,Class 2B,M,10,109.2,69.74
1700,Ankit Pillai,,F,18,--,41.37
1701,Sneha Smith,Class 1A,F,14,165.0,34.14
1702,Prakash Das,Class 7B,F,16,191.1,83.05
1703,Suresh Iyer,Class 11B,F,10,183.7,75.71
1704,Meera Reddy,Class 6B,M,17,109.7,7.56
1705,Rahul Das,Class 7C,F,9,176.6,53.0
1706,Sunita Rao,Class 4C,F,6,129.5,38.22
1707,Ankit Iyer,Class 5C,F,15,178.3,1.39
1708,  Suresh Chopra  ,Class 11A,F,11,148.2,9.23
1709,James Pandey,Class 4A,M,13,191.2,67.79
1710,Geeta Iyer,Class 9B,M,7,153.2,53.97
1711,Kavya Gupta,Class 9B,M,14,112.3,70.53
1712,Neha Gupta,Class 2A,F,7,187.3,91.37
1713,Sneha Pillai,Class 12C,M,6,143.7,96.01
1714,Chen Kumar,Class 7C,M,18,127.6,999
1715,Prakash Singh,,M,,194.4,89.71
1716,Pooja Singh,Class 1A,X,N/A,0,31.96
1717,Kiran Patel,,M,16,151.3,
1718,Sneha Sharma,Class 8A,M,12,138.3,22.61
1719,Asha Verma,Class 2A,M,18,161.0,53.52
1720,James Nair,Class 5A,F,17,111.7,10.89
1721,Sunita Das,Class 9C,,7,169.2,101
1722,    ,Class 6A,F,9,138.9,50.62
1723,David Mishra,Class 12A,M,12,154.2,46.67
1724,Rohan Tiwari,Class 9C,M,11,137.8,68.09
1725,James Chopra,Class 6C,M,15,110.1,44.29
1726,,Class 6B,F,18,124.7,37.71
1727,Sarah Reddy,Class 1B,F,15,130.4,0.86
1728,Arun Singh,Class 3C,Female,10,163.2,16.71
1729,Mohammed Iyer,Class 6B,F,8,161.7,82.49
1730,Fatima Kumar,Class 9C,F,11,166.4,42.19
1731,Kiran Smith,Class 6C,M,6,192.8,98.9
1732,Tanya Tiwari,Class 6B,F,11,137.3,31.22
1733,Rohan Smith,Class 1A,M,18,158.5,abc
1734,Asha Pandey,Class 6A,F,16,165.1,31.48
1735,Sanjay Pillai,Class 5A,F,11,105.9,6.57
1736,Priya Dubey,Class 6C,F,9,141.4,35.61
1737,Asha Iyer,Class 11C,F,13,163.9,73.88
1738,Sarah Tiwari,Class 5C,F,8,199.6,29.49
1739,Rohan Sinha,Class 11B,M,12,176.5,78.71
1740,Sunita Pandey,Class 2B,F,7,106.6,12.66
1741,TBD,Class 8C,M,13,135.1,99.39
1742,Kavya Pillai,Class 5B,F,10,191.6,20.93
1743,Vijay Reddy,Class 4A,M,12,146.4,85.57
1744,Vijay Gupta,Class 10B,M,150,173.9,74.25
1745,Asha Singh,Class 10A,M,9,154.5,97.31
1746,,Class 3A,F,12,149.4,19.31
1747,Chen Patel,Class 11B,M,6,114.2,17.15
1748,Nikhil Tiwari,Class 2A,M,15,109.6,49.59
1749,Kiran Dubey,Class 11B,F,13,107.7,79.32
1750,Kiran Shukla,Class 7B,M,15,197.2,N/A
1751,Asha Patel,  Class 9C  ,F,13,179.0,45.29
1752,Prakash Chopra,Class 9C,F,16,N/A,37.2
1753,Vijay Gupta,Class 3C,F,5,175.2,78.34
1754,Suresh Mishra,Class 9A,F,5,116.5,7.03
1755,Rohan Dubey,Class 3B,F,8,157.6,57.41
1756,Sunita Shukla,Class 9A,F,18,121.9,31.1
1757,Mohammed Iyer,Class 12A,F,9,101.2,6.48
1758,Priya Reddy,Class 5B,M,12,101.8,75.23
1759,Geeta Reddy,Class 7C,M,15,123.6,88.2
1760,Suresh Rao,Class 6C,F,14,154.6,25.5
1761,Suresh Dubey,Class 10A,f,5,189.3,89.65
1762,Kiran Bajaj,Class 1A,M,16,128.0,48.45
1763,James Kumar,Class 2B,F,13,131.0,64.53
1764,Sanjay Nair,Class 1C,F,14,175.2,57.73
1765,Asha Chopra,Class 6C,M,6,140.5,87.01
1766,Divya Rao,Class 1A,F,7,122.0,73.88
1767,NA,  Class 5C  ,F,10,178.2,85.79
1768,Sanjay Pillai,Class 10B,M,13,152.4,13.59
1769,Meera Pillai,Class 5A,F,8,187.4,75.71
1770,Lakshmi Mishra,Class 12B,F,14,170.4,86.89
1771,Kavya Nair,Class 6C,M,7,187.7,25.64
1772,Arjun Reddy,Class 9A,M,6,120.0,14.57
1773,Sarah Mishra,Class 3A,M,14,191.3,61.35
1774,Tanya Pandey,Class 12C,F,abc,174.5,24.45
1775,Neha Bajaj,Class 5B,M,18,185.4,77.58
1776,Geeta Menon,Class 1C,F,13,112.2,84.82
1777,Suresh Rao,  Class 10B  ,M,7,175.1,49.39
1778,Ravi Shukla,Class 6B,F,13,abc,65.88
1779,Sarah Khan,Class 10B,M,6,138.8,93.57
1780,James Verma,Class 1A,M,10,111.2,97.41
1781,Sunita Mishra,Class 2B,M,5,186.5,999
1782,Vijay Bajaj,Class 2A,F,14,170.3,14.16
1783,Sanjay Rao,Class 1B,F,16,186.0,10.56
1784,Sunita Gupta,  Class 1A  ,M,5,174.3,47.32
1785,Vijay Smith,Class 7A,F,16,abc,96.98
1786,Arjun Bajaj,Class 7A,M,16,143.8,abc
1787,Nikhil Kumar,Class 11A,F,7,103.8,15.95
1788,Asha Menon,Class 1A,,7,120.2,45.01
1789,James Patel,Class 9A,M,13,120.4,63.06
1790,Neha Smith,Class 8B,M,9,200.0,38.24
1791,Lakshmi Bajaj,Class 7B,M,14,100.8,10.71
1792,Mohammed Kumar,Class 12B,M,18,177.9,77.14
1793,  Meera Mishra  ,Class 5C,f,12,187.1,32.84
1794,Divya Mishra,Class 6C,M,12,130.5,74.51
1795,Kiran Shukla,Class 5C,M,12,161.6,40.55
1796,Ankit Bajaj,Class 9B,M,12,163.3,
1797,Sarah Rao,Class 5B,M,9,167.4,14.29
1798,Sneha Smith,Class 11A,F,10,130.5,9.77
1799,  Chen Mishra  ,Class 12A,M,15,110.4,96.8
1800,Asha Shukla,Class 7A,M,11,103.4,80.84
1801,Sanjay Patel,Class 5A,F,5,123.0,49.01
1802,Meera Das,Class 11A,M,17,189.8,53.49
1803,Meera Sharma,Class 11A,M,14,,69.48
1804,Sanjay Tiwari,Class 12B,M,17,118.4,42.57
1805,Rohan Tiwari,Class 4C,F,18,167.2,5.2
1806,Fatima Gupta,Class 2B,M,18,142.0,40.27
1807,Suresh Patel,Class 10B,F,15,140.8,77.26
1808,Chen Joshi,Class 11A,F,13,148.2,68.8
1809,Asha Tiwari,Class 12B,M,11,100.4,6.22
1810,Geeta Pandey,Class 3A,F,abc,149.1,82.2
1811,Sunita Kumar,  Class 10C  ,F,8,112.8,36.71
1812,Arjun Verma,Class 12A,M,,134.1,47.88
1813,Rahul Pandey,Class 9A,M,6,116.5,70.24
1814,Nikhil Gupta,Class 8A,F,8,137.3,62.96
1815,Lakshmi Sharma,Class 3B,M,5,152.6,39.03
1816,Kavya Smith,Class 1B,F,15,185.0,59.66
1817,Kavya Das,Class 5B,M,15,109.9,99.68
1818,Lakshmi Khan,Class 9A,F,12,183.7,16.32
1819,Neha Chopra,Class 9B,M,9,,76.6
1820,James Reddy,Class 7A,F,12,134.4,60.16
1821,Nikhil Sharma,Class 6A,F,13,122.8,11.51
1822,,Class 3A,M,7,183.8,77.16
1823,Pooja Mishra,Class 10B,F,17,153.4,79.94
1824,Priya Shukla,Class 6C,F,17,133.6,17.04
1825,Kavya Tiwari,Class 4B,M,18,139.9,92.74
1826,  Ravi Khan  ,Class 3B,F,17,184.6,91.72
1827,Chen Rao,  Class 7B  ,F,11,171.7,91.39
1828,David Patel,Class 11B,F,9,189.7,65.91
1829,Meera Pillai,Class 2A,M,14,133.4,82.56
1830,Neha Bajaj,Class 11B,M,9,107.3,67.27
1831,Suresh Das,Class 8B,F,7,164.5,34.88
1832,Geeta Kumar,Class 7B,F,7,101.7,75.42
1833,Neha Mishra,Class 5A,M,17,115.9,36.43
1834,Arjun Khan,Class 9A,F,17,128.9,97.11
1835,Sneha Smith,Class 8A,M,5,143.2,68.04
1836,Prakash Pillai,Class 7C,N/A,12,144.7,57.98
1837,Asha Khan,Class 2A,M,18,149.5,79.44
1838,Vijay Reddy,Class 1A,M,7,139.5,43.36
1839,Fatima Mishra,Class 5C,F,16,190.1,7.52
1840,Ravi Smith,Class 11B,F,9,180.3,39.78
1841,Lakshmi Iyer,Class 2A,F,12,125.6,N/A
1842,Neha Chopra,Class 2A,F,11,175.6,73.15
1843,Arun Chopra,Class 2C,M,13,116.2,83.94
1844,Neha Smith,Class 1B,F,10,180.5,52.9
1845,Vijay Nair,Class 4B,M,15,105.3,97.34
1846,Sanjay Sinha,Class 8C,M,15,109.3,10.57
1847,Kavya Pillai,Class 8C,F,abc,153.4,73.82
1848,Tanya Menon,Class 10C,M,11,149.1,57.25
1849,Sarah Bajaj,Class 1B,M,15,181.1,60.99
1850,Rahul Dubey,Class 9C,F,8,109.2,57.97
1851,Lakshmi Tiwari,Class 9B,Male,6,127.4,52.74
1852,Sneha Rao,Class 6B,F,12,128.6,39.08
1853,Vijay Smith,Class 4B,F,7,122.3,13.06
1854,Arjun Rao,Class 10B,F,10,140.1,76.25
1855,Sunita Rao,Class 7B,M,5,126.0,41.6
1856,Asha Rao,Class 12B,F,18,128.7,101
1857,Pooja Joshi,Class 6B,M,15,166.0,50.64
1858,,Class 2B,F,11,N/A,27.14
1859,Asha Nair,Class 12B,M,6,174.9,42.08
1860,,Class 9A,,5,112.0,999
1861,Arjun Tiwari,Class 4A,Female,18,173.8,46.74
1862,Divya Sinha,,M,15,184.9,33.21
1863,Arjun Nair,Class 12B,F,14,124.0,84.52
1864,David Dubey,Class 2C,F,10,140.9,5.71
1865,Ankit Joshi,Class 1C,M,13,195.8,78.32
1866,Prakash Sharma,Class 12A,M,7,166.2,90.34
1867,Ravi Pillai,Class 3C,F,5,-10,11.12
1868,James Shukla,,F,11,169.4,80.88
1869,Pooja Mishra,Class 2A,F,14,167.4,26.7
1870,Prakash Iyer,Class 4B,F,8,177.5,37.81
1871,Sanjay Joshi,Class 8C,F,12,197.3,17.58
1872,Chen Menon,Class 6B,,18,132.9,4.04
1873,Sunita Pandey,Class 10B,F,7,124.6,66.77
1874,Sanjay Kumar,Class 10C,F,14,160.4,41.56
1875,Vijay Menon,Class 12B,F,6,145.9,5.58
1876,Sarah Chopra,Class 1C,F,99,106.2,92.95
1877,Kiran Joshi,Class 3A,M,8,169.5,17.1
1878,Sarah Nair,Class 4C,F,11,177.1,12.56
1879,David Reddy,Class 3C,Other,18,141.5,37.54
1880,Suresh Gupta,Class 11B,M,6,194.7,19.8
1881,Geeta Bajaj,Class 4A,F,7,193.3,40.56
1882,Fatima Verma,Class 8C,F,17,199.3,40.18
1883,Neha Iyer,Class 7B,M,10,N/A,38.83
1884,Sneha Verma,Class 8A,F,17,139.8,86.53
1885,  Sarah Sharma  ,Class 2B,F,18,124.2,9.09
1886,Mohammed Das,Class 4B,M,7,114.6,2.24
1887,Sunita Nair,Class 12B,M,18,133.6,11.66
1888,Lakshmi Sinha,Class 9A,F,,118.9,24.6
1889,Sneha Reddy,Class 4B,M,9,147.1,74.12
1890,Meera Smith,Class 12A,M,10,199.4,58.09
1891,Lakshmi Bajaj,Class 7B,M,12,156.7,64.41
1892,Suresh Nair,Class 8B,M,13,108.0,24.23
1893,Divya Pandey,Class 8B,M,?,107.0,29.8
1894,Sarah Chopra,Class 8C,F,11,184.4,33.29
1895,Suresh Iyer,Class 2A,F,9,144.6,93.36
1896,James Mishra,Class 4B,F,7,173.3,98.85
1897,Arun Nair,Class 6C,M,11,191.4,7.8
1898,Arun Gupta,Class 10C,F,11,198.3,3.98
1899,James Tiwari,Class 7B,F,5,105.5,69.86
1900,Sarah Kumar,Class 9C,M,5,,8.82
1901,Meera Kumar,Class 3B,M,11,113.2,34.28
1902,Sunita Patel,Class 11A,F,5,132.6,18.68
1903,NA,Class 7C,F,7,171.9,12.83
1904,Asha Kumar,Class 6A,M,9,168.3,45.17
1905,Kavya Dubey,Class 7B,F,9,104.4,24.28
1906,Meera Iyer,Class 2B,M,?,149.8,-5
1907,Rahul Tiwari,Class 5C,F,13,108.4,44.62
1908,Sunita Bajaj,Class 2A,F,6,127.1,18.05
1909,David Joshi,Class 5B,F,,171.6,3.69
1910,Rahul Joshi,Class 11C,F,9,177.5,39.24
1911,Rohan Shukla,Class 3B,F,11,113.4,83.35
1912,Ravi Verma,Class 1C,F,18,194.0,5.24
1913,Rohan Sharma,Class 10B,F,17,124.8,20.19
1914,Kiran Das,Class 11B,X,5,abc,34.75
1915,  Arjun Gupta  ,Class 6B,M,9,171.8,16.89
1916,Priya Singh,Class 1C,M,17,190.3,50.71
1917,David Nair,Class 5A,M,13,130.4,67.59
1918,Tanya Sharma,Class 10C,M,15,115.8,93.68
1919,Asha Patel,Class 4B,,13,137.8,62.17
1920,Kavya Joshi,Class 12C,M,N/A,155.1,25.38
1921,Sunita Iyer,Class 3C,F,13,166.3,60.09
1922,Suresh Mishra,Class 2A,M,9,114.9,75.36
1923,James Dubey,Class 8B,F,5,106.0,44.72
1924,Lakshmi Singh,Class 9A,F,11,128.1,43.45
1925,Vijay Iyer,Class 4B,M,6,136.2,6.83
1926,Arun Patel,Class 2A,M,17,160.1,24.94
1927,Fatima Kumar,Class 3B,M,5,141.8,96.41
1928,Arjun Smith,,M,10,193.9,43.8
1929,Sanjay Sinha,Class 1A,F,14,124.0,87.06
1930,Chen Iyer,Class 1B,F,10,128.0,?
1931,Lakshmi Dubey,Class 1C,M,15,146.5,48.04
1932,Nikhil Gupta,Class 11A,F,16,169.1,71.83
1933,Lakshmi Das,Class 11A,M,12,125.8,42.36
1934,Ankit Dubey,Class 4A,M,7,178.5,44.15
1935,Kavya Reddy,Class 4C,M,,182.3,66.75
1936,Arjun Menon,Class 7A,M,8,196.7,33.73
1937,Ankit Menon,Class 10B,f,16,106.7,37.09
1938,Tanya Tiwari,Class 10A,F,9,166.2,41.25
1939,Prakash Sinha,Class 7A,M,18,164.2,66.37
1940,Sanjay Mishra,Class 1B,M,14,188.9,36.76
1941,Neha Sharma,Class 6A,m,16,180.4,27.42
1942,David Smith,Class 8B,M,12,184.2,60.23
1943,  Ravi Sinha  ,Class 8C,M,14,142.1,89.38
1944,Arjun Menon,Class 5A,F,18,119.6,2.9
1945,Sarah Menon,Class 12C,M,14,188.3,68.32
1946,Ravi Dubey,Class 7A,M,-1,140.0,98.4
1947,Sanjay Gupta,Class 5A,M,15,177.4,51.39
1948,Pooja Kumar,Class 4A,F,13,152.1,97.51
1949,Priya Singh,Class 9A,M,18,185.0,--
1950,Ravi Rao,Class 8C,M,16,154.2,19.08
1951,Geeta Joshi,Class 11C,M,17,113.2,56.36
1952,Ankit Patel,Class 1B,F,11,154.8,50.49
1953,Sarah Tiwari,Class 2A,M,5,127.0,39.73
1954,Sanjay Mishra,Class 2A,M,16,183.7,55.18
1955,Meera Iyer,Class 11A,M,15,116.2,45.9
1956,Lakshmi Iyer,Class 11B,M,17,106.1,-5
1957,James Smith,Class 11C,F,7,102.4,56.34
1958,Sanjay Pillai,Class 10A,,12,138.0,21.78
1959,Sunita Shukla,Class 8B,M,17,173.2,56.99
1960,Neha Patel,Class 2B,F,11,160.4,6.79
1961,Chen Pandey,Class 8C,M,8,133.9,37.63
1962,Vijay Das,Class 1B,M,18,104.9,50.9
1963,Prakash Nair,Class 7B,F,6,171.7,28.82
1964,Mohammed Pillai,Class 3A,M,18,127.7,43.82
1965,Lakshmi Sharma,Class 7B,Male,8,147.1,18.34
1966,Rahul Verma,Class 4B,F,10,130.8,43.78
1967,  Mohammed Sharma  ,Class 9B,F,18,146.1,43.91
1968,Sunita Chopra,Class 5A,M,11,167.3,25.34
1969,Fatima Patel,Class 4B,F,5,118.7,46.62
1970,Rohan Joshi,Class 2C,M,5,107.9,16.6
1971,Ravi Tiwari,Class 7A,M,16,195.5,11.81
1972,Sneha Pandey,Class 4B,F,13,118.7,25.03
1973,Meera Reddy,Class 7B,M,5,138.1,3.48
1974,Kavya Joshi,Class 6B,M,12,141.4,32.14
1975,Sarah Iyer,,F,14,173.2,60.52
1976,Sarah Verma,Class 2B,M,18,125.7,96.66
1977,Sarah Bajaj,Class 12A,,14,104.8,51.12
1978,Sarah Gupta,Class 1B,F,5,136.5,N/A
1979,Chen Pillai,Class 5B,M,14,172.4,26.0
1980,Lakshmi Chopra,Class 11C,M,13,161.2,7.53
1981,Tanya Das,Class 5B,F,9,160.2,68.95
1982,Geeta Singh,Class 3A,M,12,139.5,42.21
1983,Geeta Singh,  Class 10A  ,F,7,190.7,
1984,Lakshmi Pandey,Class 9B,M,11,199.7,73.74
1985,Arun Pandey,Class 9C,M,9,168.6,73.8
1986,Sunita Joshi,Class 11A,F,18,110.8,97.33
1987,Sneha Rao,Class 3A,F,0,102.4,96.53
1988,James Rao,Class 2B,M,15,199.1,89.95
1989,Mohammed Sinha,Class 3C,F,5,146.1,98.01
1990,Lakshmi Smith,Class 3A,F,13,146.6,999
1991,Arun Bajaj,Class 2C,m,17,181.5,38.79
1992,Mohammed Sharma,Class 5A,M,13,169.0,25.85
1993,Divya Verma,Class 7C,M,8,104.9,47.68
1994,Rohan Menon,Class 2A,F,13,152.3,61.97
1995,David Verma,Class 3A,F,13,114.8,22.66
1996,Sunita Patel,Class 8C,F,8,142.5,65.73
1997,Tanya Pandey,Class 7C,F,17,189.7,35.62
1998,Kiran Gupta,Class 8C,M,16,199.2,46.19
1999,Kiran Bajaj,Class 7C,M,17,128.3,28.05
2000,Suresh Chopra,Class 4A,F,14,104.5,90.29
2001,Divya Verma,Class 1B,F,9,113.6,24.56
2002,Lakshmi Joshi,Class 7A,M,6,179.0,4.1
2003,Sneha Reddy,Class 5A,M,5,145.4,9.99
2004,Nikhil Joshi,Class 2B,M,18,115.4,88.73
2005,Mohammed Bajaj,Class 6A,F,14,178.0,97.97
2006,Chen Tiwari,Class 5C,,5,167.5,61.57
2007,Nikhil Patel,Class 5C,F,18,105.2,52.11
2008,Divya Chopra,Class 3B,F,9,100.4,82.36
2009,Mohammed Smith,Class 2A,M,8,105.2,5.48
2010,Ravi Pillai,Class 4A,M,17,170.2,38.71
2011,Sarah Mishra,Class 5B,F,10,106.4,84.5
2012,Ankit Menon,Class 10A,M,9,131.2,
2013,Meera Verma,Class 9C,M,5,N/A,37.79
2014,TBD,Class 9A,M,9,100.0,61.45
2015,,Class 7A,M,10,151.1,31.51
2016,Arun Das,Class 5C,M,9,161.4,94.4
2017,Mohammed Das,Class 3C,M,15,106.3,21.0
2018,  Kavya Sharma  ,Class 7C,M,15,136.2,91.11
2019,  Priya Sinha  ,Class 7A,M,11,154.7,31.08
2020,Kiran Verma,Class 10B,F,18,158.7,17.18
2021,Tanya Singh,Class 8C,F,14,159.9,67.28
2022,Sanjay Dubey,Class 4B,M,14,170.8,46.93
2023,Sneha Dubey,Class 11C,M,12,111.3,85.51
2024,Tanya Singh,Class 3A,M,15,149.0,74.57
2025,Lakshmi Patel,Class 2A,M,13,131.8,56.18
2026,Arun Sharma,Class 8A,M,7,109.7,65.35
2027,Pooja Mishra,Class 2A,F,17,192.2,76.01
2028,Sneha Sinha,Class 7A,,5,?,71.9
2029,Rohan Khan,Class 8A,M,14,188.2,56.34
2030,Rohan Iyer,Class 6C,F,15,178.7,83.66
2031,Prakash Gupta,Class 7B,F,9,188.7,N/A
2032,Ankit Mishra,Class 3A,F,14,113.3,36.2
2033,Arun Kumar,Class 6C,F,18,129.8,47.75
2034,Tanya Shukla,Class 10C,,10,136.6,17.92
2035,Fatima Verma,Class 8B,M,17,112.0,13.49
2036,Rohan Chopra,Class 7B,F,abc,187.2,27.7
2037,Kavya Kumar,Class 10C,M,5,176.5,83.9
2038,Sneha Smith,Class 10A,M,14,147.1,36.0
2039,Ankit Verma,Class 2C,F,11,110.7,97.35
2040,Kavya Khan,Class 11A,f,17,158.6,54.87
